period_nm,fill,gap_nm,remaining_air_gap_nm,kx_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,score
550.8,0.74,143.208,111.208,0.0,1,305.92835727531053,1.2449206911187149e-09,979.9433457886719,122870621180.0513,0.05665421132812298
550.8,0.74,143.208,111.208,0.0,2,306.8591990019114,0.2709690570993927,976.9707376383153,566.225535651021,65.49936784876124
550.8,0.74,143.208,111.208,0.0,3,306.8591992403661,0.2709445147603197,976.9707368791294,566.2768251865458,65.49897523548202
550.8,0.74,143.208,111.208,0.0,4,307.28417409201637,1.0261414506680102,975.6195836829104,149.7279804319262,72.62738664955177
550.8,0.74,143.208,111.208,0.0,5,307.2842264121142,1.0263203734470105,975.619417567934,149.70190320789703,72.6283092150461
550.8,0.74,143.208,111.208,0.0,6,307.98169886428633,2.4383774533233655,973.4099756755517,63.15299922998495,78.58608451771981
550.8,0.74,143.208,111.208,0.0,7,307.9817637400801,2.438520393542067,973.409770628525,63.14931065487665,78.58654323038682
550.8,0.74,143.208,111.208,0.0,8,308.97980353208766,4.102827681576433,970.2655467216206,37.654494352705555,83.9762850783005
550.8,0.74,143.208,111.208,0.01,1,305.8853656491687,0.0044508869117690485,980.0810750254824,34362.293595951145,44.72025358366301
550.8,0.74,143.208,111.208,0.01,2,306.09198900935036,0.27168855776319806,979.4194842219214,563.3140967168335,63.07300958385522
550.8,0.74,143.208,111.208,0.01,3,306.518092677175,1.0287648645697793,978.0579520822661,148.97383417412794,70.21094796325498
550.8,0.74,143.208,111.208,0.01,4,307.2175438294677,2.4448497290711777,975.8311789850477,62.82953511956389,76.18718255144802
550.8,0.74,143.208,111.208,0.01,5,307.62642048853326,0.2702278436619883,974.5341688269416,569.1982297600031,67.91319576572894
550.8,0.74,143.208,111.208,0.01,6,308.05032428253315,1.0237068085488819,973.1931258252489,150.45827658370203,75.03271334566412
550.8,0.74,143.208,111.208,0.01,7,308.2185441879361,4.112597975812742,972.6619752548104,37.47248649158628,81.6008996280368
550.8,0.74,143.208,111.208,0.01,8,308.7459432017473,2.4320742549880543,971.0004766090264,63.47379044215568,80.97357905397251
550.8,0.74,143.208,111.208,0.02,1,305.75672815749004,0.017569092604284044,980.4934131999935,8701.551498537106,51.09744625176201
550.8,0.74,143.208,111.208,0.02,2,305.7520015378935,1.0313087552283977,980.5085706457594,148.23494903336703,68.79906456189471
550.8,0.74,143.208,111.208,0.02,3,306.45338085137325,2.451276915189045,978.2644824055515,62.50892727632513,73.77609713461105
550.8,0.74,143.208,111.208,0.02,4,305.32479009878256,0.2724231881122161,981.8805014260628,560.3869336794738,64.39562142147179
550.8,0.74,143.208,111.208,0.02,5,307.45709803964235,4.122372672233614,975.0708632569799,37.291278892678775,79.21306396692664
550.8,0.74,143.208,111.208,0.02,6,308.3936531668137,0.26950170197086887,972.1096881259057,572.1552979285985,70.31517263722284
550.8,0.74,143.208,111.208,0.02,7,308.8164647902326,1.021192462624827,970.7787381208374,151.20385044581346,77.42563337187069
550.8,0.74,143.208,111.208,0.02,8,309.5101794613982,2.4257254826101526,968.6029019197083,63.79744568795065,83.34906517173764
550.8,0.74,143.208,111.208,0.05,1,305.1729812792116,4.151943397618254,982.3689395546822,36.750619174417565,76.7162929499311
550.8,0.74,143.208,111.208,0.05,2,304.8705405511203,0.0998714430465027,983.3434790323114,1526.3148866746865,61.50703763165497
550.8,0.74,143.208,111.208,0.05,3,304.1610396581303,2.470719145644283,985.6372740471942,61.55313933482613,77.74477196988667
550.8,0.74,143.208,111.208,0.05,4,303.4538266812309,1.039000886681182,987.9343466474814,146.03155327929278,76.28987960097157
550.8,0.74,143.208,111.208,0.05,5,303.0232600395677,0.27464452558569724,989.338105467066,551.6644822855125,71.92135522951797
550.8,0.74,143.208,111.208,0.05,6,310.6954196186006,0.2673397918325262,964.9078778438873,581.087120418711,77.44970966042526
550.8,0.74,143.208,111.208,0.05,7,311.1149852464569,1.0137071513411426,963.6066156135568,153.45407440149225,84.53360014650717
