period_nm,fill,gap_nm,remaining_air_gap_nm,kx_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,score
550.5,0.735,145.8825,113.8825,0.0,1,306.52538424696195,1.5457068442915412e-09,978.034686218557,99153790183.11028,1.965313781443001
550.5,0.735,145.8825,113.8825,0.0,2,307.0262710274204,0.2708109625465556,976.4391073011001,566.8645540422666,66.0260996842051
550.5,0.735,145.8825,113.8825,0.0,3,307.0262711409635,0.27080070307119675,976.4391069399976,566.8860303147784,66.025935511295
550.5,0.735,145.8825,113.8825,0.0,4,307.4510205733232,1.0256553362015761,975.09013774278,149.8802812804255,73.15241726258722
550.5,0.735,145.8825,113.8825,0.0,5,307.4510519964058,1.025753851867009,975.0900380835408,149.86590176425065,73.15293360399862
550.5,0.735,145.8825,113.8825,0.0,6,308.1481422489067,2.4371438372313827,972.8841972308326,63.21911278715616,79.10731880230425
550.5,0.735,145.8825,113.8825,0.0,7,308.1481936931594,2.437082501242438,972.8840348112517,63.22071442720215,79.10737119588313
550.5,0.735,145.8825,113.8825,0.0,8,309.1460176816975,4.100673680293381,969.7438778223949,37.69454018828191,84.4933376776207
550.5,0.74,143.13,111.13,0.0,1,306.07324129357,1.9557394475770163e-10,979.4794760004983,782500045373.5465,0.5205239995017337
550.5,0.74,143.13,111.13,0.0,2,307.0262710239838,0.2708110045063911,976.4391073120296,566.8644662051353,66.02610034622619
550.5,0.74,143.13,111.13,0.0,3,307.02627113569923,0.27080080268035917,976.4391069567397,566.8858217863168,66.02593709210113
550.5,0.74,143.13,111.13,0.0,4,307.4510205181524,1.0256532704029302,975.0901379177559,149.8805831318461,73.15240834114564
550.5,0.74,143.13,111.13,0.0,5,307.4510520746736,1.0257530696713835,975.090037835312,149.8660160837591,73.15293053937818
550.5,0.74,143.13,111.13,0.0,6,308.14814198675833,2.4371444576695205,972.8841980584865,63.21909663931451,79.107319083954
550.5,0.74,143.13,111.13,0.0,7,308.14819390893155,2.437083120069958,972.8840341300167,63.22069841837934,79.10737297684376
550.5,0.74,143.13,111.13,0.0,8,309.1460159895725,4.10067046123249,969.7438831303328,37.694569572490856,84.49332898420708
550.5,0.745,140.3775,108.3775,0.0,1,305.6356796625266,7.843278804424335e-10,980.8817423771383,194839229411.3782,0.8817423771382664
550.5,0.745,140.3775,108.3775,0.0,2,307.0262710275953,0.2708109414880841,976.4391073005438,566.8645981224225,66.0260993470481
550.5,0.745,140.3775,108.3775,0.0,3,307.0262711430887,0.2708006865249187,976.4391069332389,566.8860649561843,66.02593525266398
550.5,0.745,140.3775,108.3775,0.0,4,307.45102050995246,1.025655767293417,975.0901379437623,149.88021825357592,73.1524188878771
550.5,0.745,140.3775,108.3775,0.0,5,307.45105204961925,1.0257543536856797,975.0900379147727,149.8658284729206,73.15293589666734
550.5,0.745,140.3775,108.3775,0.0,6,308.1481422248084,2.4371437506941205,972.8841973069158,63.21911502697472,79.10731857235288
550.5,0.745,140.3775,108.3775,0.0,7,308.1481937301251,2.4370822583296414,972.8840346945436,63.22072073622326,79.10737087919323
550.5,0.745,140.3775,108.3775,0.0,8,309.1460178656835,4.100676351655781,969.7438772452589,37.69451565482068,84.49334108135977
550.8,0.735,145.962,113.96199999999999,0.0,1,306.381815230723,3.325481363695086e-10,978.4929884766142,460657844268.12866,1.5070115233858132
550.8,0.735,145.962,113.96199999999999,0.0,2,306.8591989964262,0.2709691662548348,976.970737655779,566.2253075463176,65.49936958085897
550.8,0.735,145.962,113.96199999999999,0.0,3,306.8591992391248,0.2709445151495559,976.9707368830813,566.2768243707475,65.49897523778675
550.8,0.735,145.962,113.96199999999999,0.0,4,307.2841741945894,1.026141411504519,975.6195833572435,149.72798619639187,72.62738680801705
550.8,0.735,145.962,113.96199999999999,0.0,5,307.28422633459024,1.026317842638561,975.6194178140705,149.70227232169768,72.62829826070306
550.8,0.735,145.962,113.96199999999999,0.0,6,307.9816987180029,2.4383774294962364,973.4099761378964,63.152999817102,78.58608401499987
550.8,0.735,145.962,113.96199999999999,0.0,7,307.98176385058014,2.4385213763692555,973.409770279278,63.14928522569238,78.58654532846641
