period_nm,fill,kx_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,score
554.13,0.75,0.0,1,305.91135298696724,1.071755961474653e-09,979.9978165987585,142715022814.54865,0.0021834012414956305
554.13,0.75,0.0,2,306.14630826397854,2.4529514748294114,979.2457067341153,62.4036617530865,72.80219252410838
554.13,0.75,0.0,3,306.14645246407457,2.453345272158449,979.2452454930204,62.39367445307187,72.80334888088865
554.13,0.75,0.0,4,305.4444553753059,1.032068873573423,981.4958259158407,147.97677906792143,69.79389021553207
554.13,0.75,0.0,5,305.4444107842045,1.0318083637556172,981.4959692020766,148.0141184708155,69.79293777234825
554.13,0.75,0.0,6,305.01685504022686,0.2725840690715916,982.8717759235375,559.4913453289838,65.39384219460668
554.13,0.75,0.0,7,305.0168539513019,0.2726420746343798,982.8717794324374,559.372309575361,65.39476979413936
554.13,0.75,0.0,8,307.15036730056227,4.125314755957067,976.0446019803644,37.22750692623257,78.24675848861841
554.13,0.75,0.01,1,305.8705738083244,0.004385288243117001,980.1284715536796,34874.62589128645,44.70337597845338
554.13,0.75,0.01,2,305.7794610443776,0.2718803240729317,980.4205193379265,562.3420195761435,62.92051397520963
554.13,0.75,0.01,3,306.2059354069453,1.029401054876263,979.0550193012365,148.73014456146643,69.22099069814969
554.13,0.75,0.01,4,306.39377560772,4.135371470402566,978.4547920576174,37.045496130229566,75.85785378810527
554.13,0.75,0.01,5,305.38682528913114,2.45958289097497,981.6810457234541,62.08101918615902,73.75145734209781
554.13,0.75,0.01,6,306.9059599219858,2.446740167486353,976.8218840592276,62.717317515019225,75.2042411923087
554.13,0.75,0.01,7,304.6829471896326,1.0344860729984575,983.9489238411862,147.26295265943466,72.26798880176474
554.13,0.75,0.01,8,304.25425915577176,0.27334867153226944,985.3352877683549,556.5314392242324,67.88039073580882
554.13,0.75,0.02,1,305.74851758206455,0.01732235088248443,980.5197433852941,8825.260487340189,51.06246805597606
554.13,0.75,0.02,2,305.6369813161428,4.145194527116704,980.8775649760216,36.866421987768135,75.21125507714306
554.13,0.75,0.02,3,306.542078859119,0.2711503994073036,977.9814213949368,565.2620824626786,64.49608006356173
554.13,0.75,0.02,4,306.96745420539713,1.0268732907251514,976.6261989435656,149.46705546729365,71.62834626731782
554.13,0.75,0.02,5,304.62729473364095,2.4660439859667793,984.1286817786029,61.7643676404693,76.22130178500774
554.13,0.75,0.02,6,307.6655639267796,2.4403580079540923,974.4101815416258,63.03697304329443,77.59386495133782
554.13,0.75,0.02,7,303.9214777089019,1.0370435058457859,986.4141891516575,146.53265557120065,74.75484494885339
554.13,0.75,0.02,8,303.4916749702367,0.27408715096440567,987.8111418687201,553.6408290253082,70.37886076582006
554.13,0.75,0.05,1,304.9061090059202,0.09895554882881613,983.2287682834819,1540.621585219942,61.35180850001356
554.13,0.75,0.05,2,303.3668207945473,4.174911223579689,988.2176871380143,36.33212834337012,82.61477874135603
554.13,0.75,0.05,3,308.8300004387873,0.26897726448843384,970.7361900529523,574.081978687212,71.67407080792282
554.13,0.75,0.05,4,309.2521094349348,1.0193479489791482,969.4111983513403,151.69114223687956,78.7791994327475
554.13,0.75,0.05,5,302.3488511737075,2.4855889798122286,991.544888747605,60.8203636299812,83.70439862404832
554.13,0.75,0.05,6,309.94452168794027,2.4213656222769195,967.2455456458703,64.00200755235086,84.69251838691055
554.13,0.75,0.05,7,301.6371677478915,1.0447765004863256,993.8843420336273,144.35487762573362,82.29002740465333
